intertidal_km2,permanent_km2,valid_km2,year
3.497557941937138,691.4954646571547,706.8567788594313,1984
0.45767690264892574,536.3126682598681,538.9848772332657,1985
0.0,0.0,0.0,1986
7.364298985061934,688.6061225942947,710.2751325528457,1987
0.0,0.0,0.0,1988
0.0,0.0,0.0,1989
1.2407072455666937,189.67649495952222,194.70092326719396,1990
1.4941214055774168,175.39565770631998,182.05276952759917,1991
0.0,0.0,0.0,1992
0.0,0.0,0.0,1993
0.0,0.0,0.0,1994
0.0,0.0,0.0,1995
0.0,0.0,0.0,1996
0.0,0.0,0.0,1997
0.0,0.0,0.0,1998
2.609191351187911,693.9200586061459,708.3176634149581,1999
20.485833117840443,678.4167229832443,712.1154999898308,2000
11.139960220562594,692.7091221611252,712.0067582592393,2001
8.871422012185255,691.5079474054434,712.1370988441885,2002
13.312696260698168,689.1138722449562,712.3318071078193,2003
11.287693987852581,692.0143305072795,711.0372389820722,2004
7.2504555727843,694.6150427447662,710.4341604387707,2005
9.584269437640746,692.4765614359975,710.6472705202245,2006
16.602546706851697,688.6725484662035,712.3057017031877,2007
3.601071927215931,671.8863185117782,684.5255492081711,2008
9.948147548494717,694.5329550416891,712.3521337290476,2009
11.738107127379902,695.5750826692075,711.9585911703484,2010
19.264013243891448,684.2778141748744,712.9234963064139,2011
12.015997868209764,684.2704961072744,709.7871962087115,2012
17.238827397870214,689.7028784870259,711.6171970425457,2013
14.188352822378825,693.5142479571947,713.3384905629669,2014
5.859965676133577,697.3171950319252,713.0994991471791,2015
14.088543750452352,693.5685620951033,713.8858572273812,2016
14.087666113754944,691.3092099123772,714.0066224175613,2017
13.922294525488534,693.6226194052194,713.6849057836243,2018
20.756863348574182,684.8290822030797,714.4614365192064,2019
17.99793727933373,689.9694314081878,715.3316313198122,2020
11.918003409201468,693.8857292120477,715.8068627278285,2021
10.93274467591122,694.1348949608057,1373.2720291883838,2022
15.842553556829225,690.7843724050542,1373.2707688435958,2023
11.310220482790259,694.662528547761,1373.266978402447,2024
